MLVA,date,COUNT(*)
5-14-17-9-490,1/22/13,1
3-10-7-12-523,1/22/14,1
3-10-8-14-523,1/22/14,1
3-16-9-11-523,1/22/14,1
3-17-9-11-523,1/22/14,1
3-9-7-12-523,1/22/14,1
3-9-8-12-523,1/22/14,1
2-18-0-0-424,1/22/15,1
3-10-14-10-496,1/22/15,1
3-10-7-12-523,1/22/15,1
3-10-8-13-523,1/22/15,1
3-11-14-10-496,1/22/15,1
3-12-11-14-523,1/22/15,1
3-12-12-9-523,1/22/15,1
3-12-13-9-523,1/22/15,1
3-12-9-12-523,1/22/15,1
3-14-12-9-523,1/22/15,1
3-20-14-12-523,1/22/15,1
3-23-16-11-523,1/22/15,1
3-24-14-11-523,1/22/15,3
3-12-10-12-523,1/22/16,1
3-26-17-10-523,1/22/16,1
4-15-14-0-490,1/22/16,1
5-17-15-10-490,1/22/16,1
3-11-9-10-523,1/23/08,1
3-12-10-10-523,1/23/08,1
3-13-10-10-496,1/23/08,1
3-17-16-13-523,1/23/08,1
5-11-0-14-490,1/23/08,1
3-12-9-10-550,1/23/09,1
3-13-11-12-523,1/23/09,1
3-9-8-12-523,1/23/09,2
4-14-9-0-490,1/23/09,1
3-13-9-12-550,1/23/10,1
3-9-7-13-523,1/23/10,4
3-9-7-14-523,1/23/10,1
3-10-14-12-496,1/23/11,2
3-13-19-10-523,1/23/11,1
3-14-11-12-523,1/23/11,1
3-9-7-13-523,1/23/11,3
3-9-7-14-523,1/23/11,1
4-9-13-0-544,1/23/11,1
5-14-8-9-490,1/23/11,1
3-11-8-13-523,1/23/12,2
3-12-13-9-523,1/23/12,1
3-9-7-13-523,1/23/12,1
3-9-7-15-523,1/23/12,1
3-9-8-13-523,1/23/12,1
5-15-14-12-490,1/23/12,1
3-10-14-12-496,1/23/13,1
3-10-15-12-496,1/23/13,1
3-10-8-9-523,1/23/13,1
3-12-14-14-523,1/23/13,1
3-12-9-13-523,1/23/13,1
3-17-9-12-523,1/23/13,1
3-9-8-12-523,1/23/13,2
3-9-8-13-523,1/23/13,2
3-9-8-9-523,1/23/13,1
3-10-7-12-523,1/23/14,1
3-16-9-11-523,1/23/14,1
3-16-9-12-523,1/23/14,1
3-17-9-10-523,1/23/14,1
3-9-7-12-523,1/23/14,1
3-9-7-13-523,1/23/14,1
3-9-8-12-523,1/23/14,1
3-10-8-12-523,1/23/15,2
3-12-11-12-523,1/23/15,1
3-12-11-14-523,1/23/15,1
3-12-11-15-523,1/23/15,1
3-12-9-12-523,1/23/15,1
3-15-11-13-523,1/23/15,1
3-17-10-11-523,1/23/15,1
3-20-12-11-523,1/23/15,1
3-25-13-10-523,1/23/15,1
3-9-7-12-523,1/23/15,1
3-9-8-12-523,1/23/15,1
4-16-11-0-517,1/23/15,1
3-10-12-13-523,1/23/16,1
3-10-14-11-496,1/23/16,1
3-17-8-11-523,1/23/16,1
3-26-13-8-523,1/23/16,3
3-26-17-10-523,1/23/16,2
3-26-19-8-523,1/23/16,1
3-7-12-9-523,1/23/16,1
3-9-4-12-523,1/23/16,1
3-9-7-12-523,1/23/16,1
4-17-12-0-490,1/23/16,1
3-25-13-12-523,1/24/08,1
3-13-11-10-523,1/24/09,2
3-15-11-9-523,1/24/09,1
3-17-16-13-523,1/24/09,1
3-9-7-12-523,1/24/09,2
3-9-8-12-523,1/24/09,2
3-10-14-11-496,1/24/10,2
3-9-6-13-523,1/24/10,3
4-9-6-13-523,1/24/10,1
3-10-14-12-496,1/24/11,2
3-10-14-12-523,1/24/11,1
3-10-8-9-523,1/24/11,1
3-12-11-12-523,1/24/11,1
3-12-15-13-523,1/24/11,1
3-14-11-12-523,1/24/11,1
3-14-8-12-523,1/24/11,1
3-15-11-10-523,1/24/11,1
3-9-7-12-523,1/24/11,1
3-9-7-13-523,1/24/11,4
3-11-13-12-496,1/24/12,1
3-11-8-13-523,1/24/12,1
3-12-15-14-523,1/24/12,1
3-12-9-12-523,1/24/12,1
3-20-13-13-523,1/24/12,1
3-9-8-13-523,1/24/12,1
3-9-8-14-523,1/24/12,2
3-9-9-12-523,1/24/12,1
4-10-13-0-544,1/24/12,1
4-16-10-0-490,1/24/12,1
4-19-16-0-490,1/24/12,1
3-15-8-14-523,1/24/13,1
3-17-9-12-523,1/24/13,5
3-9-8-13-523,1/24/13,1
3-9-8-9-523,1/24/13,2
3-10-8-9-523,1/24/14,2
3-16-11-10-523,1/24/14,1
3-16-9-11-523,1/24/14,1
3-17-10-11-523,1/24/14,3
3-17-9-11-523,1/24/14,2
3-9-7-12-523,1/24/14,1
3-9-8-12-523,1/24/14,1
3-9-8-13-523,1/24/14,1
3-9-9-12-523,1/24/14,1
4-15-14-0-490,1/24/14,1
3-10-7-12-523,1/24/15,1
3-10-8-12-523,1/24/15,3
3-16-9-11-523,1/24/15,1
3-17-10-11-523,1/24/15,1
3-17-8-10-523,1/24/15,1
3-24-14-11-523,1/24/15,1
3-11-15-9-523,1/24/16,1
3-26-13-8-523,1/24/16,13
3-26-19-8-523,1/24/16,2
4-18-12-0-490,1/24/16,1
3-10-14-12-496,1/25/08,1
3-13-10-10-496,1/25/08,1
3-17-16-13-523,1/25/08,1
3-12-9-10-550,1/25/09,1
3-13-11-10-523,1/25/09,1
3-14-8-12-523,1/25/09,1
3-9-7-12-523,1/25/09,2
3-9-8-12-523,1/25/09,1
4-16-13-0-517,1/25/09,1
3-26-16-12-523,1/25/10,1
3-9-6-13-523,1/25/10,1
3-9-7-13-523,1/25/10,2
3-9-7-14-523,1/25/10,1
4-15-11-0-490,1/25/10,1
3-13-11-9-523,1/25/11,2
3-13-15-13-523,1/25/11,1
3-9-6-13-523,1/25/11,1
3-9-7-13-523,1/25/11,2
3-9-8-12-523,1/25/11,1
4-14-12-0-490,1/25/11,1
4-16-19-26-517,1/25/11,1
3-13-17-10-523,1/25/12,1
3-14-9-14-523,1/25/12,1
3-24-14-12-523,1/25/12,1
3-10-14-12-496,1/25/13,1
3-11-8-9-523,1/25/13,1
3-12-15-13-523,1/25/13,1
3-12-9-14-523,1/25/13,1
3-17-9-12-523,1/25/13,3
3-9-7-13-496,1/25/13,1
3-10-13-11-496,1/25/14,1
3-10-7-13-523,1/25/14,1
3-12-12-9-523,1/25/14,1
3-17-10-11-523,1/25/14,7
3-17-9-10-523,1/25/14,1
3-17-9-11-523,1/25/14,1
3-9-8-13-523,1/25/14,1
4-15-10-0-490,1/25/14,1
2-8-0-0-529,1/25/15,1
3-10-8-12-523,1/25/15,2
3-12-12-9-523,1/25/15,1
3-24-13-10-523,1/25/15,1
3-10-13-11-496,1/25/16,1
3-10-14-11-496,1/25/16,2
3-10-15-11-496,1/25/16,1
3-10-15-8-523,1/25/16,1
3-12-9-12-523,1/25/16,1
3-15-11-10-523,1/25/16,1
3-15-12-10-523,1/25/16,1
3-17-9-11-523,1/25/16,1
3-26-13-8-523,1/25/16,27
3-26-17-10-523,1/25/16,1
3-26-17-8-523,1/25/16,1
3-26-19-8-523,1/25/16,2
3-27-19-8-523,1/25/16,1
4-17-10-0-490,1/25/16,1
3-13-12-10-523,1/26/08,1
4-15-11-0-490,1/26/08,1
3-10-9-9-523,1/26/09,1
3-12-9-10-550,1/26/09,2
3-9-8-12-523,1/26/09,5
4-16-14-13-517,1/26/09,1
3-10-14-12-496,1/26/10,1
3-10-15-12-496,1/26/10,1
3-12-11-12-523,1/26/10,1
3-22-14-12-523,1/26/10,2
3-9-6-13-523,1/26/10,1
3-9-7-13-523,1/26/10,1
3-12-14-13-523,1/26/11,1
3-12-9-10-550,1/26/11,1
3-13-11-9-523,1/26/11,1
3-14-11-12-523,1/26/11,1
3-9-7-12-523,1/26/11,1
5-14-8-9-490,1/26/11,1
3-11-8-13-523,1/26/12,1
3-9-7-13-523,1/26/12,1
3-10-8-9-523,1/26/13,1
3-9-8-12-523,1/26/13,1
3-9-8-9-523,1/26/13,3
3-12-16-7-523,1/26/14,1
3-16-9-11-523,1/26/14,1
3-17-10-11-523,1/26/14,6
3-17-9-11-523,1/26/14,2
3-9-8-12-523,1/26/14,1
5-15-10-11-490,1/26/14,1
3-10-8-12-523,1/26/15,1
3-12-12-9-523,1/26/15,1
3-12-13-9-523,1/26/15,1
3-14-9-10-523,1/26/15,1
3-13-12-10-523,1/26/16,1
3-24-13-10-523,1/26/16,1
3-26-13-8-523,1/26/16,35
3-26-19-8-523,1/26/16,2
5-11-10-9-490,1/26/16,1
3-25-20-11-523,1/27/08,1
3-12-9-10-550,1/27/09,1
3-13-11-12-523,1/27/09,1
3-9-7-12-523,1/27/09,3
3-9-7-13-523,1/27/09,1
3-9-8-12-523,1/27/09,2
5-14-9-9-490,1/27/09,1
3-13-14-11-523,1/27/10,1
3-13-9-11-550,1/27/10,1
3-16-16-14-523,1/27/10,1
3-9-7-14-523,1/27/10,1
5-11-22-15-490,1/27/10,1
5-12-11-10-490,1/27/10,1
3-12-11-14-523,1/27/11,1
3-12-14-13-523,1/27/11,1
3-12-15-13-523,1/27/11,2
3-12-9-10-550,1/27/11,3
3-14-11-12-523,1/27/11,1
3-14-7-14-523,1/27/11,1
3-20-14-13-523,1/27/11,1
3-9-7-13-523,1/27/11,4
5-14-11-7-490,1/27/11,1
3-10-13-13-496,1/27/12,2
3-16-17-14-523,1/27/12,1
3-9-8-14-523,1/27/12,1
3-9-9-12-523,1/27/12,1
3-11-12-12-496,1/27/13,1
3-12-14-13-523,1/27/13,1
3-13-8-12-523,1/27/13,1
3-14-16-12-523,1/27/13,1
3-14-9-14-523,1/27/13,1
3-23-23-10-523,1/27/13,1
3-9-7-13-523,1/27/13,1
3-9-8-13-523,1/27/13,1
3-9-8-9-523,1/27/13,1
4-13-12-0-490,1/27/13,1
4-13-9-0-490,1/27/13,1
3-10-13-11-496,1/27/14,1
3-12-9-12-523,1/27/14,1
3-17-10-11-523,1/27/14,10
3-17-9-11-523,1/27/14,1
3-20-14-12-523,1/27/14,1
3-6-8-9-523,1/27/14,1
4-13-16-0-490,1/27/14,1
3-10-8-12-523,1/27/15,3
3-12-11-14-523,1/27/15,1
3-12-12-9-523,1/27/15,2
3-13-12-9-523,1/27/15,1
3-14-9-10-523,1/27/15,1
3-18-9-12-523,1/27/15,1
3-25-13-10-523,1/27/15,1
3-8-5-12-370,1/27/15,1
3-9-8-12-523,1/27/15,1
3-9-9-14-523,1/27/15,1
3-11-14-9-523,1/27/16,1
3-11-15-10-523,1/27/16,1
3-12-12-9-523,1/27/16,1
3-12-9-11-523,1/27/16,1
3-26-13-8-523,1/27/16,30
3-26-14-8-523,1/27/16,1
4-17-11-0-517,1/27/16,1
5-17-15-10-490,1/27/16,1
3-12-10-12-523,1/28/08,1
3-12-13-12-523,1/28/08,1
3-17-16-13-523,1/28/08,1
3-9-8-12-523,1/28/08,1
3-10-7-9-523,1/28/09,1
3-9-7-12-523,1/28/09,1
3-9-8-12-523,1/28/09,4
3-15-10-14-523,1/28/10,1
3-16-16-14-523,1/28/10,1
3-9-6-13-523,1/28/10,1
3-9-7-13-523,1/28/10,1
3-10-21-12-496,1/28/11,1
3-10-8-9-523,1/28/11,1
3-11-8-10-523,1/28/11,1
3-13-11-9-523,1/28/11,2
3-15-12-12-523,1/28/11,1
3-15-14-12-523,1/28/11,1
3-16-12-12-523,1/28/11,1
3-9-7-13-523,1/28/11,3
3-9-7-14-523,1/28/11,2
3-9-7-15-523,1/28/11,3
3-9-8-12-523,1/28/11,1
5-14-11-7-490,1/28/11,1
5-14-9-9-490,1/28/11,1
3-10-8-9-523,1/28/12,1
3-9-8-13-523,1/28/12,1
3-9-9-12-523,1/28/12,1
3-12-15-13-523,1/28/13,2
3-16-17-14-523,1/28/13,1
4-7-0-0-463,1/28/13,1
5-15-10-7-490,1/28/13,1
3-10-13-11-496,1/28/14,1
3-12-10-11-523,1/28/14,1
3-12-11-14-523,1/28/14,1
3-12-12-9-523,1/28/14,2
3-16-8-11-523,1/28/14,1
3-16-9-11-523,1/28/14,2
3-17-10-11-523,1/28/14,8
3-9-0-14-523,1/28/14,1
3-9-8-13-523,1/28/14,1
3-9-9-12-523,1/28/14,1
3-10-13-11-496,1/28/15,1
3-10-8-12-523,1/28/15,3
3-12-12-9-523,1/28/15,1
3-12-16-12-523,1/28/15,1
3-17-8-11-523,1/28/15,1
3-24-13-10-523,1/28/15,1
3-24-14-10-523,1/28/15,1
5-17-15-10-490,1/28/15,1
3-14-10-10-523,1/28/16,1
3-15-11-10-523,1/28/16,1
3-17-11-10-523,1/28/16,1
3-24-19-15-523,1/28/16,1
3-26-13-8-523,1/28/16,13
3-9-10-12-523,1/28/16,1
3-9-12-12-496,1/28/16,1
5-17-15-10-490,1/28/16,1
3-10-14-11-523,1/29/08,1
3-13-10-10-523,1/29/08,1
3-13-12-10-523,1/29/08,1
3-12-10-12-523,1/29/09,1
3-9-7-12-523,1/29/09,1
3-9-7-13-523,1/29/09,1
3-9-8-12-523,1/29/09,4
3-10-17-12-523,1/29/10,1
3-13-9-13-523,1/29/10,1
3-15-11-11-523,1/29/10,1
3-9-7-13-523,1/29/10,1
4-11-11-0-490,1/29/10,1
4-13-10-0-490,1/29/10,1
3-12-12-9-523,1/29/11,1
3-9-7-15-523,1/29/11,1
3-9-8-15-523,1/29/11,1
4-14-11-0-490,1/29/11,1
3-10-14-12-496,1/29/12,1
3-11-7-9-523,1/29/12,1
3-16-17-14-523,1/29/12,1
3-10-15-12-496,1/29/13,1
3-11-12-9-523,1/29/13,1
3-12-15-13-523,1/29/13,1
3-12-17-13-523,1/29/13,1
3-16-8-12-523,1/29/13,1
3-16-9-12-523,1/29/13,1
3-17-10-12-523,1/29/13,1
3-17-9-12-523,1/29/13,1
3-23-23-11-523,1/29/13,1
3-9-7-14-523,1/29/13,1
3-9-8-13-523,1/29/13,1
3-9-9-13-523,1/29/13,1
4-16-12-0-517,1/29/13,1
5-15-14-13-490,1/29/13,1
3-10-13-10-496,1/29/14,1
3-12-11-9-523,1/29/14,1
3-12-12-9-523,1/29/14,1
3-12-15-7-523,1/29/14,1
3-12-16-7-523,1/29/14,1
3-16-9-11-523,1/29/14,1
3-16-9-12-523,1/29/14,1
3-17-10-11-523,1/29/14,6
3-24-12-12-523,1/29/14,1
3-6-8-9-523,1/29/14,1
3-9-8-13-523,1/29/14,2
3-9-9-14-523,1/29/14,1
4-15-9-9-490,1/29/14,1
3-10-14-10-496,1/29/15,1
3-10-7-12-523,1/29/15,2
3-10-8-12-523,1/29/15,1
3-11-14-9-523,1/29/15,1
3-12-12-15-523,1/29/15,1
3-12-13-11-496,1/29/15,1
3-13-12-9-523,1/29/15,1
3-17-9-11-523,1/29/15,1
3-24-13-10-523,1/29/15,1
3-24-14-11-523,1/29/15,1
3-25-13-10-523,1/29/15,3
3-9-7-12-523,1/29/15,1
3-9-8-11-523,1/29/15,1
4-16-10-0-490,1/29/15,1
4-16-6-0-490,1/29/15,1
5-14-14-11-490,1/29/15,1
3-10-15-11-496,1/29/16,2
3-11-9-11-523,1/29/16,1
3-12-11-14-523,1/29/16,1
3-12-12-14-523,1/29/16,1
3-12-12-9-523,1/29/16,1
3-17-11-10-523,1/29/16,2
3-17-9-12-523,1/29/16,1
3-26-13-8-523,1/29/16,11
3-26-17-10-523,1/29/16,1
3-26-19-8-523,1/29/16,1
3-29-13-8-523,1/29/16,1
9-27-11-22-436,1/29/16,1
3-12-9-10-550,1/3/09,4
3-9-9-12-523,1/3/09,1
3-10-15-12-496,1/3/10,2
3-13-10-11-523,1/3/10,1
3-17-15-14-490,1/3/10,1
3-10-7-13-523,1/3/11,1
3-14-11-12-523,1/3/11,1
3-9-7-13-523,1/3/11,1
3-9-7-15-523,1/3/11,2
3-9-8-13-523,1/3/11,1
3-10-18-12-496,1/3/12,1
3-12-16-13-523,1/3/12,1
3-13-14-11-523,1/3/12,1
3-9-7-13-523,1/3/12,4
4-15-11-0-490,1/3/12,1
3-10-13-12-496,1/3/13,1
3-10-14-11-496,1/3/13,1
3-10-14-12-496,1/3/13,3
3-10-8-9-523,1/3/13,1
3-11-8-9-523,1/3/13,1
3-12-9-12-523,1/3/13,1
3-16-9-12-523,1/3/13,1
3-25-13-8-523,1/3/13,1
3-9-8-13-523,1/3/13,2
3-9-9-13-523,1/3/13,1
3-11-10-10-523,1/3/14,1
3-11-9-12-523,1/3/14,1
3-12-12-9-523,1/3/14,1
3-13-11-9-523,1/3/14,1
3-16-9-10-523,1/3/14,1
3-17-9-11-523,1/3/14,1
3-9-9-12-523,1/3/14,1
3-11-5-9-523,1/3/15,1
3-12-11-14-523,1/3/15,2
3-12-13-11-496,1/3/15,1
3-12-13-9-523,1/3/15,1
3-13-12-11-523,1/3/15,1
3-16-9-11-523,1/3/15,1
3-20-14-12-523,1/3/15,1
5-14-14-11-490,1/3/15,1
3-12-13-9-523,1/3/16,1
3-26-13-8-523,1/3/16,1
3-12-10-12-523,1/30/08,1
3-12-12-11-523,1/30/08,1
3-7-5-9-523,1/30/08,1
3-12-9-10-550,1/30/09,1
3-16-16-14-523,1/30/09,1
3-9-7-12-523,1/30/09,3
3-9-7-13-523,1/30/09,4
3-9-8-12-523,1/30/09,9
3-12-9-11-451,1/30/10,1
3-14-8-12-523,1/30/10,1
3-9-6-13-523,1/30/10,1
3-9-7-13-523,1/30/10,2
3-9-7-14-523,1/30/10,1
3-12-9-10-550,1/30/11,1
3-9-7-15-523,1/30/11,1
4-10-11-0-460,1/30/11,1
3-10-15-12-496,1/30/12,1
3-15-11-11-523,1/30/12,1
3-9-7-14-523,1/30/12,2
3-9-8-13-523,1/30/12,2
4-16-13-0-517,1/30/12,1
3-16-11-11-523,1/30/13,1
3-16-8-12-523,1/30/13,4
3-16-9-12-523,1/30/13,1
3-17-9-12-523,1/30/13,1
3-23-23-11-523,1/30/13,1
3-9-7-13-523,1/30/13,1
3-10-14-11-496,1/30/14,1
3-12-11-14-523,1/30/14,1
3-12-12-9-523,1/30/14,3
3-12-16-7-523,1/30/14,1
3-12-9-11-523,1/30/14,1
3-16-9-11-523,1/30/14,2
3-17-10-11-523,1/30/14,3
3-17-9-11-523,1/30/14,4
3-19-14-11-523,1/30/14,1
3-9-7-12-523,1/30/14,1
3-10-8-12-523,1/30/15,1
3-12-11-12-523,1/30/15,1
3-12-11-14-523,1/30/15,1
3-12-12-9-523,1/30/15,1
3-12-17-12-523,1/30/15,1
3-13-12-9-523,1/30/15,1
3-16-12-11-523,1/30/15,1
3-17-10-11-523,1/30/15,1
3-24-13-10-523,1/30/15,2
3-25-14-11-523,1/30/15,1
3-26-15-11-523,1/30/15,1
3-9-7-13-523,1/30/15,2
3-9-8-11-523,1/30/15,1
4-14-9-0-517,1/30/15,2
4-16-12-0-490,1/30/15,1
3-11-15-9-523,1/30/16,1
3-13-11-9-523,1/30/16,1
3-17-8-11-523,1/30/16,2
3-26-13-8-523,1/30/16,5
3-26-19-8-523,1/30/16,4
3-9-7-12-523,1/30/16,1
3-11-10-8-523,1/31/08,1
3-12-10-12-523,1/31/08,1
3-13-10-10-523,1/31/08,1
4-16-10-0-517,1/31/08,1
4-16-13-0-517,1/31/08,1
3-10-14-11-496,1/31/09,1
3-16-11-9-523,1/31/09,1
3-17-16-14-523,1/31/09,1
3-9-7-12-523,1/31/09,1
3-9-7-13-523,1/31/09,1
3-9-8-12-523,1/31/09,5
3-10-14-12-496,1/31/10,1
3-10-8-13-523,1/31/10,1
3-9-7-13-523,1/31/10,1
3-9-7-14-523,1/31/10,1
3-9-7-15-523,1/31/10,1
3-10-14-12-496,1/31/11,1
3-11-9-8-523,1/31/11,1
3-12-10-16-523,1/31/11,1
3-12-9-10-550,1/31/11,2
3-13-11-9-523,1/31/11,3
3-13-14-9-523,1/31/11,1
3-8-4-9-523,1/31/11,1
3-8-7-15-523,1/31/11,1
3-9-7-13-523,1/31/11,1
3-9-7-14-523,1/31/11,2
3-9-7-15-523,1/31/11,4
3-9-8-13-523,1/31/11,1
5-13-0-0-463,1/31/11,1
5-15-16-13-490,1/31/11,1
3-12-12-9-523,1/31/12,1
3-12-15-13-523,1/31/12,1
3-12-9-12-523,1/31/12,1
3-9-8-12-523,1/31/12,1
3-9-9-12-523,1/31/12,1
3-12-15-13-523,1/31/13,1
3-12-9-14-523,1/31/13,1
3-14-16-11-523,1/31/13,1
3-14-16-12-523,1/31/13,1
3-16-17-14-523,1/31/13,1
3-17-10-12-523,1/31/13,2
3-17-9-12-523,1/31/13,2
3-9-7-13-523,1/31/13,1
3-9-8-13-523,1/31/13,3
3-9-8-9-523,1/31/13,1
3-10-14-11-496,1/31/14,1
3-12-11-9-523,1/31/14,1
3-17-10-11-523,1/31/14,1
3-17-9-11-523,1/31/14,1
3-18-9-12-523,1/31/14,1
3-10-8-12-523,1/31/15,1
3-24-13-10-523,1/31/15,2
3-25-13-10-523,1/31/15,1
3-10-14-11-496,1/31/16,1
3-12-12-14-523,1/31/16,3
3-26-13-12-523,1/31/16,1
3-9-12-11-496,1/31/16,1
3-9-7-12-523,1/31/16,1
4-13-9-0-490,1/4/08,1
6-11-16-13-490,1/4/08,1
3-11-12-14-523,1/4/09,1
3-9-9-11-523,1/4/09,1
3-13-9-11-550,1/4/10,1
3-14-8-12-523,1/4/10,1
3-16-8-15-523,1/4/10,1
3-17-11-11-523,1/4/10,1
3-17-15-14-523,1/4/10,3
3-9-7-0-523,1/4/10,1
3-9-7-13-523,1/4/10,1
4-14-0-0-463,1/4/10,1
4-16-18-0-517,1/4/10,1
3-10-14-12-496,1/4/11,1
3-10-16-12-496,1/4/11,1
3-10-7-13-523,1/4/11,2
3-10-7-15-523,1/4/11,1
3-10-8-9-523,1/4/11,7
3-12-12-12-523,1/4/11,1
3-12-12-9-523,1/4/11,1
3-9-5-14-523,1/4/11,2
3-9-7-13-523,1/4/11,7
3-9-7-14-523,1/4/11,1
3-9-7-15-523,1/4/11,3
3-9-8-12-523,1/4/11,1
3-9-8-13-523,1/4/11,1
3-9-8-9-523,1/4/11,1
4-17-12-0-490,1/4/11,1
5-15-16-13-490,1/4/11,1
3-14-0-0-517,1/4/12,1
3-15-17-14-523,1/4/12,1
3-9-7-17-523,1/4/12,1
3-9-8-13-523,1/4/12,3
3-10-14-12-496,1/4/13,2
3-13-9-11-550,1/4/13,1
3-14-8-14-523,1/4/13,1
3-16-9-12-523,1/4/13,1
3-9-7-15-523,1/4/13,1
3-9-8-13-523,1/4/13,1
3-11-10-11-523,1/4/14,1
3-11-14-11-496,1/4/14,1
3-12-12-9-523,1/4/14,2
3-14-9-8-523,1/4/14,1
3-16-12-10-523,1/4/14,1
4-13-11-0-490,1/4/14,1
5-15-14-11-490,1/4/14,1
3-12-11-14-523,1/4/15,1
3-12-13-9-523,1/4/15,2
3-17-9-11-523,1/4/15,1
3-24-12-10-523,1/4/15,1
4-15-11-0-490,1/4/15,1
7-14-9-23-436,1/4/15,1
3-13-9-13-523,1/4/16,1
3-26-13-8-523,1/4/16,2
4-16-13-0-517,1/4/16,1
3-10-15-11-496,1/5/08,1
3-13-10-12-523,1/5/08,1
3-9-8-12-523,1/5/08,1
3-11-14-11-496,1/5/09,1
3-12-9-10-550,1/5/09,1
3-15-11-9-523,1/5/09,1
3-8-7-11-523,1/5/09,1
3-9-7-12-523,1/5/09,1
3-9-7-13-523,1/5/09,2
5-15-15-12-490,1/5/09,1
5-17-14-11-490,1/5/09,1
3-12-9-12-523,1/5/10,1
3-13-10-12-550,1/5/10,1
3-14-10-13-523,1/5/10,1
3-14-8-12-523,1/5/10,1
3-15-11-11-523,1/5/10,1
3-17-15-14-523,1/5/10,1
3-10-7-13-523,1/5/11,2
3-10-8-9-523,1/5/11,17
3-12-12-12-523,1/5/11,1
3-13-11-9-523,1/5/11,1
3-13-9-15-523,1/5/11,1
3-9-7-13-523,1/5/11,11
3-9-7-14-523,1/5/11,1
3-9-7-15-523,1/5/11,2
3-9-8-13-523,1/5/11,1
4-15-11-0-490,1/5/11,1
5-16-13-0-490,1/5/11,1
3-14-14-6-523,1/5/12,1
3-22-14-11-523,1/5/12,1
3-9-8-13-523,1/5/12,4
3-10-14-12-496,1/5/13,4
3-14-0-0-517,1/5/13,1
3-16-9-12-523,1/5/13,1
3-17-0-0-517,1/5/14,1
3-9-7-12-523,1/5/14,1
3-9-9-12-523,1/5/14,1
3-12-11-14-523,1/5/15,3
3-12-13-9-523,1/5/15,2
3-13-13-9-523,1/5/15,1
3-17-9-11-523,1/5/15,2
3-18-9-12-523,1/5/15,1
5-13-12-10-490,1/5/15,1
5-15-7-12-490,1/5/15,1
3-14-10-8-523,1/5/16,1
3-17-11-10-523,1/5/16,1
3-24-12-10-523,1/5/16,1
3-24-13-10-523,1/5/16,2
3-26-13-8-523,1/5/16,1
3-10-15-12-523,1/6/08,1
3-9-8-12-523,1/6/08,1
4-16-14-0-490,1/6/08,1
3-11-12-14-523,1/6/09,2
3-11-8-11-523,1/6/09,1
3-9-8-12-523,1/6/09,1
5-14-11-7-490,1/6/09,1
5-17-15-12-490,1/6/09,1
3-10-15-12-496,1/6/10,1
3-10-8-14-523,1/6/10,1
3-13-9-11-550,1/6/10,1
3-17-16-14-523,1/6/10,1
3-9-7-14-523,1/6/10,1
4-17-10-0-517,1/6/10,1
3-10-8-10-523,1/6/11,1
3-10-8-9-523,1/6/11,32
3-10-9-9-523,1/6/11,1
3-12-15-13-523,1/6/11,1
3-12-9-10-550,1/6/11,1
3-13-11-9-523,1/6/11,1
3-15-11-9-523,1/6/11,1
3-9-7-13-523,1/6/11,9
3-9-7-14-523,1/6/11,1
3-9-8-10-523,1/6/11,1
3-9-8-13-523,1/6/11,1
4-15-11-0-490,1/6/11,1
4-17-12-0-490,1/6/11,2
5-16-13-10-490,1/6/11,1
3-12-11-13-523,1/6/12,1
3-14-14-6-523,1/6/12,1
3-9-7-13-523,1/6/12,3
3-9-8-13-523,1/6/12,1
4-15-12-0-490,1/6/12,1
3-10-14-12-496,1/6/13,3
3-12-11-15-523,1/6/13,1
3-16-11-11-523,1/6/13,1
3-9-8-9-523,1/6/13,2
4-12-0-0-463,1/6/13,1
4-15-10-0-490,1/6/13,1
3-11-10-11-523,1/6/14,1
3-14-10-8-523,1/6/14,1
3-17-10-11-523,1/6/14,1
3-17-9-11-523,1/6/14,3
3-18-9-11-523,1/6/14,1
3-24-18-15-523,1/6/14,1
3-24-24-10-523,1/6/14,1
3-9-4-12-523,1/6/14,1
3-9-9-12-523,1/6/14,1
3-10-8-11-523,1/6/15,1
3-12-11-12-523,1/6/15,2
3-12-11-14-523,1/6/15,3
3-12-12-9-523,1/6/15,1
3-12-13-9-523,1/6/15,3
3-16-9-11-523,1/6/15,1
3-18-9-12-523,1/6/15,1
3-26-13-9-523,1/6/15,1
3-16-11-10-523,1/6/16,1
3-26-13-8-523,1/6/16,1
4-16-9-0-517,1/7/08,1
6-11-16-13-490,1/7/08,1
3-10-7-12-523,1/7/09,1
3-9-7-13-523,1/7/09,2
3-9-8-12-523,1/7/09,1
4-15-15-0-490,1/7/09,1
3-10-15-12-496,1/7/10,1
3-16-8-15-523,1/7/10,1
3-17-15-14-523,1/7/10,1
3-18-0-0-517,1/7/10,1
3-9-7-14-523,1/7/10,1
4-14-0-0-463,1/7/10,1
3-10-8-9-523,1/7/11,30
3-12-12-9-523,1/7/11,1
3-9-7-13-523,1/7/11,7
3-9-7-15-523,1/7/11,1
3-9-9-13-523,1/7/11,1
4-17-12-15-490,1/7/11,1
3-10-14-12-496,1/7/12,1
3-12-12-9-523,1/7/12,1
3-9-9-14-523,1/7/12,1
3-10-14-12-496,1/7/13,3
3-13-10-13-523,1/7/13,1
3-16-9-12-523,1/7/13,2
3-17-9-12-523,1/7/13,1
3-23-14-11-523,1/7/13,1
3-9-7-14-523,1/7/13,1
